Date,Open,High,Low,Close,Adj Close,Volume
2015-05-01,null,null,null,null,null,null
2015-06-01,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000
2015-07-01,2067.000000,2132.820068,2044.020020,2103.840088,2103.840088,77920590000
2015-08-01,2104.489990,2112.659912,1867.010010,1972.180054,1972.180054,84626790000
2015-09-01,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000
2015-10-01,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000
2015-11-01,2080.760010,2116.479980,2019.390015,2080.409912,2080.409912,75943590000
2015-12-01,2082.929932,2104.270020,1993.260010,2043.939941,2043.939941,83649260000
2016-01-01,2038.199951,2038.199951,1812.290039,1940.239990,1940.239990,92409770000
2016-02-01,1936.939941,1962.959961,1810.099976,1932.229980,1932.229980,93049560000
2016-03-01,1937.089966,2072.209961,1937.089966,2059.739990,2059.739990,92639420000
2016-04-01,2056.620117,2111.050049,2033.800049,2065.300049,2065.300049,81124990000
2016-05-01,2067.169922,2103.479980,2025.910034,2096.949951,2096.949951,78883600000
2016-06-01,2093.939941,2120.550049,1991.680054,2098.860107,2098.860107,86852700000
2016-07-01,2099.340088,2177.090088,2074.020020,2173.600098,2173.600098,69530250000
2016-08-01,2173.149902,2193.810059,2147.580078,2170.949951,2170.949951,75610310000
2016-09-01,2171.330078,2187.870117,2119.120117,2168.270020,2168.270020,77270240000
2016-10-01,2164.330078,2169.600098,2114.719971,2126.149902,2126.149902,73196630000
2016-11-01,2128.679932,2214.100098,2083.790039,2198.810059,2198.810059,88299760000
2016-12-01,2200.169922,2277.530029,2187.439941,2238.830078,2238.830078,75251240000
2017-01-01,2251.570068,2300.989990,2245.129883,2278.870117,2278.870117,70483180000
2017-02-01,2285.590088,2371.540039,2271.649902,2363.639893,2363.639893,69162420000
2017-03-01,2380.129883,2400.979980,2322.250000,2362.719971,2362.719971,81547770000
2017-04-01,2362.340088,2398.159912,2328.949951,2384.199951,2384.199951,65265670000
2017-05-01,2388.500000,2418.709961,2352.719971,2411.800049,2411.800049,79607170000
2017-06-01,2415.649902,2453.820068,2405.699951,2423.409912,2423.409912,81002490000
2017-07-01,2431.389893,2484.040039,2407.699951,2470.300049,2470.300049,63169400000
2017-08-01,2477.100098,2490.870117,2417.350098,2471.649902,2471.649902,70616030000
2017-09-01,2474.419922,2519.439941,2446.550049,2519.360107,2519.360107,66337980000
2017-10-01,2521.199951,2582.979980,2520.399902,2575.260010,2575.260010,70871570000
2017-11-01,2583.209961,2657.739990,2557.449951,2584.840088,2584.840088,95142800000
2017-12-01,2645.100098,2694.969971,2605.520020,2673.610107,2673.610107,65251190000
2018-01-01,2683.729980,2872.870117,2682.360107,2823.810059,2823.810059,76860120000
2018-02-01,2816.449951,2835.959961,2532.689941,2713.830078,2713.830078,79579410000
2018-03-01,2715.219971,2801.899902,2585.889893,2640.870117,2640.870117,76369800000
2018-04-01,2633.449951,2717.489990,2553.800049,2648.050049,2648.050049,69648590000
2018-05-01,2642.959961,2742.239990,2594.620117,2705.270020,2705.270020,75617280000
2018-06-01,2718.699951,2791.469971,2691.989990,2718.370117,2718.370117,77439710000
2018-07-01,2704.949951,2848.030029,2698.949951,2816.290039,2816.290039,64542170000
2018-08-01,2821.169922,2916.500000,2796.340088,2901.520020,2901.520020,69238220000
2018-09-01,2896.959961,2940.909912,2864.120117,2913.979980,2913.979980,62492080000
2018-10-01,2926.290039,2939.860107,2603.540039,2711.739990,2711.739990,91327930000
2018-11-01,2717.580078,2815.149902,2631.090088,2760.169922,2760.169922,80080110000
2018-12-01,2790.500000,2800.179932,2346.580078,2506.850098,2506.850098,83519570000
2019-01-01,2476.959961,2708.949951,2443.959961,2704.100098,2704.100098,80391630000
2019-02-01,2702.320068,2813.489990,2681.830078,2784.489990,2784.489990,70183430000
2019-03-01,2798.219971,2860.310059,2722.270020,2834.399902,2834.399902,78596280000
2019-04-01,2848.629883,2949.520020,2848.629883,2945.830078,2945.830078,69604840000
2019-05-01,2952.330078,2954.129883,2801.429932,2864.360107,2864.360107,51811970000
